Source,Target,Type,Weight
263,268,undirected,1
263,270,undirected,1
263,271,undirected,1
263,272,undirected,1
263,280,undirected,1
263,282,undirected,1
263,284,undirected,1
263,285,undirected,1
263,281,undirected,1
264,265,undirected,1
264,289,undirected,1
264,290,undirected,1
264,261,undirected,1
264,274,undirected,1
264,275,undirected,1
264,276,undirected,1
264,277,undirected,1
264,278,undirected,1
264,283,undirected,1
264,286,undirected,1
264,287,undirected,1
264,288,undirected,1
264,291,undirected,1
264,279,undirected,1
264,266,undirected,1
264,267,undirected,1
264,268,undirected,1
264,270,undirected,1
264,271,undirected,1
264,272,undirected,1
264,280,undirected,1
264,282,undirected,1
264,284,undirected,1
264,285,undirected,1
264,281,undirected,1
265,289,undirected,1
265,290,undirected,1
265,261,undirected,1
265,274,undirected,1
265,275,undirected,1
265,276,undirected,1
265,277,undirected,1
265,278,undirected,1
265,283,undirected,1
265,286,undirected,1
265,287,undirected,1
265,288,undirected,1
265,291,undirected,1
265,279,undirected,1
265,266,undirected,1
265,267,undirected,1
265,268,undirected,1
265,270,undirected,1
265,271,undirected,1
265,272,undirected,1
265,280,undirected,1
265,282,undirected,1
265,284,undirected,1
265,285,undirected,1
265,281,undirected,1
289,290,undirected,1
289,261,undirected,1
289,274,undirected,1
289,275,undirected,1
289,276,undirected,1
289,277,undirected,1
289,278,undirected,1
289,283,undirected,1
289,286,undirected,1
289,287,undirected,1
289,288,undirected,1
289,291,undirected,1
289,279,undirected,1
289,266,undirected,1
289,267,undirected,1
289,268,undirected,1
289,270,undirected,1
289,271,undirected,1
289,272,undirected,1
289,280,undirected,1
289,282,undirected,1
289,284,undirected,1
289,285,undirected,1
289,281,undirected,1
290,261,undirected,1
290,274,undirected,1
290,275,undirected,1
290,276,undirected,1
290,277,undirected,1
290,278,undirected,1
290,283,undirected,1
290,286,undirected,1
290,287,undirected,1
290,288,undirected,1
290,291,undirected,1
290,279,undirected,1
290,266,undirected,1
290,267,undirected,1
290,268,undirected,1
290,270,undirected,1
290,271,undirected,1
290,272,undirected,1
290,280,undirected,1
290,282,undirected,1
290,284,undirected,1
290,285,undirected,1
290,281,undirected,1
261,274,undirected,1
261,275,undirected,1
261,276,undirected,1
261,277,undirected,1
261,278,undirected,1
261,283,undirected,1
261,286,undirected,1
261,287,undirected,1
261,288,undirected,1
261,291,undirected,1
261,279,undirected,1
261,266,undirected,1
261,267,undirected,1
261,268,undirected,1
261,270,undirected,1
261,271,undirected,1
261,272,undirected,1
261,280,undirected,1
261,282,undirected,1
261,284,undirected,1
261,285,undirected,1
261,281,undirected,1
274,275,undirected,1
274,276,undirected,1
274,277,undirected,1
274,278,undirected,1
274,283,undirected,1
274,286,undirected,1
274,287,undirected,1
274,288,undirected,1
274,291,undirected,1
274,279,undirected,1
274,266,undirected,1
274,267,undirected,1
274,268,undirected,1
274,270,undirected,1
274,271,undirected,1
274,272,undirected,1
274,280,undirected,1
274,282,undirected,1
274,284,undirected,1
274,285,undirected,1
274,281,undirected,1
275,276,undirected,1
275,277,undirected,1
275,278,undirected,1
275,283,undirected,1
275,286,undirected,1
275,287,undirected,1
275,288,undirected,1
275,291,undirected,1
275,279,undirected,1
275,266,undirected,1
275,267,undirected,1
275,268,undirected,1
275,270,undirected,1
275,271,undirected,1
275,272,undirected,1
275,280,undirected,1
275,282,undirected,1
275,284,undirected,1
275,285,undirected,1
275,281,undirected,1
276,277,undirected,1
276,278,undirected,1
276,283,undirected,1
276,286,undirected,1
276,287,undirected,1
276,288,undirected,1
276,291,undirected,1
276,279,undirected,1
276,266,undirected,1
276,267,undirected,1
276,268,undirected,1
276,270,undirected,1
276,271,undirected,1
276,272,undirected,1
276,280,undirected,1
276,282,undirected,1
276,284,undirected,1
276,285,undirected,1
276,281,undirected,1
277,278,undirected,1
277,283,undirected,1
277,286,undirected,1
277,287,undirected,1
277,288,undirected,1
277,291,undirected,1
277,279,undirected,1
277,266,undirected,1
277,267,undirected,1
277,268,undirected,1
277,270,undirected,1
277,271,undirected,1
277,272,undirected,1
277,280,undirected,1
277,282,undirected,1
277,284,undirected,1
277,285,undirected,1
277,281,undirected,1
278,283,undirected,1
278,286,undirected,1
278,287,undirected,1
278,288,undirected,1
278,291,undirected,1
278,279,undirected,1
278,266,undirected,1
278,267,undirected,1
278,268,undirected,1
278,270,undirected,1
278,271,undirected,1
278,272,undirected,1
278,280,undirected,1
278,282,undirected,1
278,284,undirected,1
278,285,undirected,1
278,281,undirected,1
283,286,undirected,1
283,287,undirected,1
283,288,undirected,1
283,291,undirected,1
283,279,undirected,1
283,266,undirected,1
283,267,undirected,1
283,268,undirected,1
283,270,undirected,1
283,271,undirected,1
283,272,undirected,1
283,280,undirected,1
283,282,undirected,1
283,284,undirected,1
283,285,undirected,1
283,281,undirected,1
286,287,undirected,1
286,288,undirected,1
286,291,undirected,1
286,279,undirected,1
286,266,undirected,1
286,267,undirected,1
286,268,undirected,1
286,270,undirected,1
286,271,undirected,1
286,272,undirected,1
286,280,undirected,1
286,282,undirected,1
286,284,undirected,1
286,285,undirected,1
286,281,undirected,1
287,288,undirected,1
287,291,undirected,1
287,279,undirected,1
287,266,undirected,1
287,267,undirected,1
287,268,undirected,1
287,270,undirected,1
287,271,undirected,1
287,272,undirected,1
287,280,undirected,1
287,282,undirected,1
287,284,undirected,1
287,285,undirected,1
287,281,undirected,1
288,291,undirected,1
288,279,undirected,1
288,266,undirected,1
288,267,undirected,1
288,268,undirected,1
288,270,undirected,1
288,271,undirected,1
288,272,undirected,1
288,280,undirected,1
288,282,undirected,1
288,284,undirected,1
288,285,undirected,1
288,281,undirected,1
291,279,undirected,1
291,266,undirected,1
291,267,undirected,1
291,268,undirected,1
291,270,undirected,1
291,271,undirected,1
291,272,undirected,1
291,280,undirected,1
291,282,undirected,1
291,284,undirected,1
291,285,undirected,1
291,281,undirected,1
279,266,undirected,1
279,267,undirected,1
279,268,undirected,1
279,270,undirected,1
279,271,undirected,1
279,272,undirected,1
279,280,undirected,1
279,282,undirected,1
279,284,undirected,1
279,285,undirected,1
279,281,undirected,1
266,267,undirected,1
266,268,undirected,1
266,270,undirected,1
266,271,undirected,1
266,272,undirected,1
266,280,undirected,1
266,282,undirected,1
266,284,undirected,1
266,285,undirected,1
266,281,undirected,1
267,268,undirected,1
267,270,undirected,1
267,271,undirected,1
267,272,undirected,1
267,280,undirected,1
267,282,undirected,1
267,284,undirected,1
267,285,undirected,1
267,281,undirected,1
268,270,undirected,1
268,271,undirected,1
268,272,undirected,1
268,280,undirected,1
268,282,undirected,1
268,284,undirected,1
268,285,undirected,1
268,281,undirected,1
270,271,undirected,1
270,272,undirected,1
270,280,undirected,1
270,282,undirected,1
270,284,undirected,1
270,285,undirected,1
270,281,undirected,1
271,272,undirected,1
271,280,undirected,1
271,282,undirected,1
271,284,undirected,1
271,285,undirected,1
271,281,undirected,1
272,280,undirected,1
272,282,undirected,1
272,284,undirected,1
272,285,undirected,1
272,281,undirected,1
280,282,undirected,1
280,284,undirected,1
280,285,undirected,1
280,281,undirected,1
282,284,undirected,1
282,285,undirected,1
282,281,undirected,1
284,285,undirected,1
284,281,undirected,1
285,281,undirected,1
281,297,undirected,1
281,293,undirected,1
281,296,undirected,1
281,292,undirected,1
281,295,undirected,1
281,298,undirected,1
281,299,undirected,1
281,300,undirected,1
281,303,undirected,1
297,293,undirected,1
297,292,undirected,1
297,295,undirected,1
297,298,undirected,1
297,299,undirected,1
297,300,undirected,1
293,296,undirected,1
293,292,undirected,1
293,295,undirected,1
293,298,undirected,1
293,299,undirected,1
293,300,undirected,1
293,302,undirected,1
293,240,undirected,1
293,291,undirected,1
293,261,undirected,1
296,292,undirected,1
296,295,undirected,1
296,298,undirected,1
296,299,undirected,1
296,300,undirected,1
296,302,undirected,1
292,295,undirected,1
292,298,undirected,1
292,299,undirected,1
292,300,undirected,1
292,303,undirected,1
292,294,undirected,1
292,291,undirected,1
292,261,undirected,1
295,298,undirected,1
295,299,undirected,1
295,300,undirected,1
295,303,undirected,1
295,294,undirected,1
298,299,undirected,1
298,300,undirected,1
298,303,undirected,1
298,294,undirected,1
299,300,undirected,1
299,303,undirected,1
299,294,undirected,1
300,303,undirected,1
300,294,undirected,1
303,294,undirected,1
306,307,undirected,1
306,13,undirected,1
306,25,undirected,1
306,34,undirected,1
306,56,undirected,1
306,71,undirected,1
306,156,undirected,1
306,135,undirected,1
307,13,undirected,1
307,25,undirected,1
307,34,undirected,1
307,56,undirected,1
307,71,undirected,1
307,156,undirected,1
307,135,undirected,1
309,308,undirected,1
310,308,undirected,1
311,308,undirected,1
312,308,undirected,1
313,308,undirected,1
314,308,undirected,1
315,308,undirected,1
316,308,undirected,1
317,308,undirected,1
318,308,undirected,1
319,308,undirected,1
310,309,undirected,1
311,309,undirected,1
312,309,undirected,1
313,309,undirected,1
314,309,undirected,1
315,309,undirected,1
316,309,undirected,1
317,309,undirected,1
318,309,undirected,1
319,309,undirected,1
311,310,undirected,1
312,310,undirected,1
313,310,undirected,1
314,310,undirected,1
315,310,undirected,1
316,310,undirected,1
317,310,undirected,1
318,310,undirected,1
319,310,undirected,1
312,311,undirected,1
313,311,undirected,1
314,311,undirected,1
315,311,undirected,1
316,311,undirected,1
317,311,undirected,1
318,311,undirected,1
319,311,undirected,1
313,312,undirected,1
314,312,undirected,1
315,312,undirected,1
316,312,undirected,1
317,312,undirected,1
318,312,undirected,1
319,312,undirected,1
314,313,undirected,1
315,313,undirected,1
316,313,undirected,1
317,313,undirected,1
318,313,undirected,1
319,313,undirected,1
315,314,undirected,1
316,314,undirected,1
317,314,undirected,1
318,314,undirected,1
319,314,undirected,1
316,315,undirected,1
317,315,undirected,1
318,315,undirected,1
319,315,undirected,1
317,316,undirected,1
318,316,undirected,1
319,316,undirected,1
318,317,undirected,1
319,317,undirected,1
319,318,undirected,1
320,308,undirected,1
320,309,undirected,1
320,310,undirected,1
320,311,undirected,1
320,312,undirected,1
320,313,undirected,1
320,314,undirected,1
320,315,undirected,1
320,316,undirected,1
320,317,undirected,1
320,318,undirected,1
320,319,undirected,1
308,13,undirected,1
309,13,undirected,1
310,13,undirected,1
311,13,undirected,1
312,13,undirected,1
313,13,undirected,1
314,13,undirected,1
315,13,undirected,1
316,13,undirected,1
317,13,undirected,1
318,13,undirected,1
319,13,undirected,1
320,13,undirected,1
323,13,undirected,1
305,13,undirected,1
308,25,undirected,1
309,25,undirected,1
310,25,undirected,1
311,25,undirected,1
312,25,undirected,1
313,25,undirected,1
314,25,undirected,1
315,25,undirected,1
316,25,undirected,1
317,25,undirected,1
318,25,undirected,1
319,25,undirected,1
320,25,undirected,1
323,25,undirected,1
305,25,undirected,1
308,34,undirected,1
309,34,undirected,1
310,34,undirected,1
311,34,undirected,1
312,34,undirected,1
313,34,undirected,1
314,34,undirected,1
315,34,undirected,1
316,34,undirected,1
317,34,undirected,1
318,34,undirected,1
319,34,undirected,1
320,34,undirected,1
323,34,undirected,1
305,34,undirected,1
308,56,undirected,1
309,56,undirected,1
310,56,undirected,1
311,56,undirected,1
312,56,undirected,1
313,56,undirected,1
314,56,undirected,1
315,56,undirected,1
316,56,undirected,1
317,56,undirected,1
318,56,undirected,1
319,56,undirected,1
320,56,undirected,1
323,56,undirected,1
305,56,undirected,1
308,71,undirected,1
309,71,undirected,1
310,71,undirected,1
311,71,undirected,1
312,71,undirected,1
313,71,undirected,1
314,71,undirected,1
315,71,undirected,1
316,71,undirected,1
317,71,undirected,1
318,71,undirected,1
319,71,undirected,1
320,71,undirected,1
323,71,undirected,1
305,71,undirected,1
308,156,undirected,1
309,156,undirected,1
310,156,undirected,1
311,156,undirected,1
312,156,undirected,1
313,156,undirected,1
314,156,undirected,1
315,156,undirected,1
316,156,undirected,1
317,156,undirected,1
318,156,undirected,1
319,156,undirected,1
320,156,undirected,1
323,156,undirected,1
305,156,undirected,1
308,135,undirected,1
309,135,undirected,1
310,135,undirected,1
311,135,undirected,1
312,135,undirected,1
313,135,undirected,1
314,135,undirected,1
315,135,undirected,1
316,135,undirected,1
317,135,undirected,1
318,135,undirected,1
319,135,undirected,1
320,135,undirected,1
323,135,undirected,1
305,135,undirected,1
305,323,undirected,1
305,307,undirected,1
305,306,undirected,1
307,308,undirected,1
307,309,undirected,1
307,310,undirected,1
306,308,undirected,1
306,309,undirected,1
306,310,undirected,1
321,308,undirected,1
321,309,undirected,1
321,310,undirected,1
321,311,undirected,1
321,312,undirected,1
321,313,undirected,1
321,314,undirected,1
321,315,undirected,1
321,316,undirected,1
321,317,undirected,1
321,318,undirected,1
321,319,undirected,1
321,320,undirected,1
321,322,undirected,1
322,308,undirected,1
322,309,undirected,1
322,310,undirected,1
322,311,undirected,1
322,312,undirected,1
322,313,undirected,1
322,314,undirected,1
322,315,undirected,1
322,316,undirected,1
322,317,undirected,1
322,318,undirected,1
322,319,undirected,1
322,321,undirected,1
322,320,undirected,1
322,13,undirected,1
322,25,undirected,1
322,34,undirected,1
322,56,undirected,1
322,71,undirected,1
322,156,undirected,1
322,135,undirected,1
321,13,undirected,1
321,25,undirected,1
321,34,undirected,1
321,56,undirected,1
321,71,undirected,1
321,156,undirected,1
321,135,undirected,1
325,324,undirected,1
326,324,undirected,1
327,324,undirected,1
326,325,undirected,1
327,325,undirected,1
326,327,undirected,1
13,324,undirected,1
25,324,undirected,1
34,324,undirected,1
56,324,undirected,1
71,324,undirected,1
156,324,undirected,1
135,324,undirected,1
13,325,undirected,1
25,325,undirected,1
34,325,undirected,1
56,325,undirected,1
71,325,undirected,1
156,325,undirected,1
135,325,undirected,1
13,326,undirected,1
25,326,undirected,1
34,326,undirected,1
56,326,undirected,1
71,326,undirected,1
156,326,undirected,1
135,326,undirected,1
13,327,undirected,1
25,327,undirected,1
34,327,undirected,1
56,327,undirected,1
71,327,undirected,1
156,327,undirected,1
135,327,undirected,1
328,329,undirected,1
330,329,undirected,1
331,329,undirected,1
332,329,undirected,1
333,329,undirected,1
334,329,undirected,1
335,329,undirected,1
336,329,undirected,1
337,329,undirected,1
330,328,undirected,1
331,328,undirected,1
332,328,undirected,1
333,328,undirected,1
334,328,undirected,1
335,328,undirected,1
336,328,undirected,1
337,328,undirected,1
331,330,undirected,1
332,330,undirected,1
333,330,undirected,1
334,330,undirected,1
335,330,undirected,1
336,330,undirected,1
337,330,undirected,1
332,331,undirected,1
333,331,undirected,1
334,331,undirected,1
335,331,undirected,1
336,331,undirected,1
337,331,undirected,1
333,332,undirected,1
334,332,undirected,1
335,332,undirected,1
336,332,undirected,1
337,332,undirected,1
334,333,undirected,1
335,333,undirected,1
336,333,undirected,1
337,333,undirected,1
335,334,undirected,1
336,334,undirected,1
337,334,undirected,1
336,335,undirected,1
337,335,undirected,1
337,336,undirected,1
13,328,undirected,1
13,329,undirected,1
13,330,undirected,1
13,331,undirected,1
13,333,undirected,1
13,334,undirected,1
13,335,undirected,1
13,336,undirected,1
13,337,undirected,1
25,328,undirected,1
25,329,undirected,1
25,330,undirected,1
25,331,undirected,1
25,333,undirected,1
25,334,undirected,1
25,335,undirected,1
25,336,undirected,1
34,328,undirected,1
34,329,undirected,1
34,330,undirected,1
34,331,undirected,1
34,333,undirected,1
34,334,undirected,1
34,335,undirected,1
34,336,undirected,1
34,337,undirected,1
56,328,undirected,1
56,329,undirected,1
56,330,undirected,1
56,331,undirected,1
56,333,undirected,1
56,334,undirected,1
56,335,undirected,1
56,336,undirected,1
56,337,undirected,1
71,328,undirected,1
71,329,undirected,1
71,330,undirected,1
71,331,undirected,1
71,333,undirected,1
71,334,undirected,1
71,335,undirected,1
71,336,undirected,1
156,328,undirected,1
156,329,undirected,1
156,330,undirected,1
156,331,undirected,1
156,333,undirected,1
156,334,undirected,1
156,335,undirected,1
156,336,undirected,1
135,328,undirected,1
135,329,undirected,1
135,330,undirected,1
135,331,undirected,1
135,333,undirected,1
135,334,undirected,1
135,335,undirected,1
135,336,undirected,1
338,13,undirected,1
338,34,undirected,1
338,56,undirected,1
339,350,undirected,1
341,350,undirected,1
342,350,undirected,1
343,350,undirected,1
344,350,undirected,1
345,350,undirected,1
347,350,undirected,1
348,350,undirected,1
349,350,undirected,1
351,350,undirected,1
352,350,undirected,1
341,339,undirected,1
342,339,undirected,1
343,339,undirected,1
344,339,undirected,1
345,339,undirected,1
347,339,undirected,1
348,339,undirected,1
349,339,undirected,1
351,339,undirected,1
352,339,undirected,1
342,341,undirected,1
343,341,undirected,1
344,341,undirected,1
345,341,undirected,1
347,341,undirected,1
348,341,undirected,1
349,341,undirected,1
351,341,undirected,1
352,341,undirected,1
343,342,undirected,1
344,342,undirected,1
345,342,undirected,1
347,342,undirected,1
348,342,undirected,1
349,342,undirected,1
351,342,undirected,1
352,342,undirected,1
344,343,undirected,1
345,343,undirected,1
347,343,undirected,1
348,343,undirected,1
349,343,undirected,1
351,343,undirected,1
352,343,undirected,1
345,344,undirected,1
347,344,undirected,1
348,344,undirected,1
349,344,undirected,1
351,344,undirected,1
352,344,undirected,1
347,345,undirected,1
348,345,undirected,1
349,345,undirected,1
351,345,undirected,1
352,345,undirected,1
348,347,undirected,1
349,347,undirected,1
351,347,undirected,1
352,347,undirected,1
349,348,undirected,1
351,348,undirected,1
352,348,undirected,1
351,349,undirected,1
352,349,undirected,1
352,351,undirected,1
350,13,undirected,1
339,13,undirected,1
341,13,undirected,1
342,13,undirected,1
343,13,undirected,1
344,13,undirected,1
345,13,undirected,1
347,13,undirected,1
348,13,undirected,1
349,13,undirected,1
351,13,undirected,1
352,13,undirected,1
350,25,undirected,1
339,25,undirected,1
341,25,undirected,1
342,25,undirected,1
343,25,undirected,1
344,25,undirected,1
345,25,undirected,1
347,25,undirected,1
348,25,undirected,1
349,25,undirected,1
351,25,undirected,1
352,25,undirected,1
350,34,undirected,1
339,34,undirected,1
341,34,undirected,1
342,34,undirected,1
343,34,undirected,1
344,34,undirected,1
345,34,undirected,1
347,34,undirected,1
348,34,undirected,1
349,34,undirected,1
351,34,undirected,1
352,34,undirected,1
350,56,undirected,1
339,56,undirected,1
341,56,undirected,1
342,56,undirected,1
343,56,undirected,1
344,56,undirected,1
345,56,undirected,1
347,56,undirected,1
348,56,undirected,1
349,56,undirected,1
351,56,undirected,1
352,56,undirected,1
350,71,undirected,1
339,71,undirected,1
341,71,undirected,1
342,71,undirected,1
343,71,undirected,1
344,71,undirected,1
345,71,undirected,1
347,71,undirected,1
348,71,undirected,1
349,71,undirected,1
351,71,undirected,1
352,71,undirected,1
350,71,undirected,1
339,71,undirected,1
341,71,undirected,1
342,71,undirected,1
343,71,undirected,1
344,71,undirected,1
345,71,undirected,1
347,71,undirected,1
348,71,undirected,1
349,71,undirected,1
351,71,undirected,1
352,71,undirected,1
350,156,undirected,1
339,156,undirected,1
341,156,undirected,1
342,156,undirected,1
343,156,undirected,1
344,156,undirected,1
345,156,undirected,1
347,156,undirected,1
348,156,undirected,1
349,156,undirected,1
351,156,undirected,1
352,156,undirected,1
350,135,undirected,1
339,135,undirected,1
341,135,undirected,1
342,135,undirected,1
343,135,undirected,1
344,135,undirected,1
345,135,undirected,1
347,135,undirected,1
348,135,undirected,1
349,135,undirected,1
351,135,undirected,1
352,135,undirected,1
354,329,undirected,1
354,331,undirected,1
355,56,undirected,1
360,34,undirected,1
359,34,undirected,1
360,333,undirected,1
359,333,undirected,1
340,351,undirected,1
340,339,undirected,1
340,347,undirected,1
340,350,undirected,1
340,324,undirected,1
340,325,undirected,1
340,326,undirected,1
329,346,undirected,1
25,340,undirected,1
156,340,undirected,1
135,340,undirected,1
356,350,undirected,1
356,329,undirected,1
356,326,undirected,1
356,327,undirected,1
356,5,undirected,1
356,357,undirected,1
358,357,undirected,1
358,356,undirected,1
324,329,undirected,1
325,329,undirected,1
326,329,undirected,1
327,329,undirected,1
358,329,undirected,1
357,329,undirected,1
325,350,undirected,1
326,350,undirected,1
327,350,undirected,1
358,350,undirected,1
357,350,undirected,1
244,358,undirected,1
245,358,undirected,1
246,358,undirected,1
248,358,undirected,1
249,358,undirected,1
340,71,undirected,1
361,71,undirected,1
367,71,undirected,1
367,350,undirected,1
367,56,undirected,1
366,350,undirected,1
363,71,undirected,1
363,350,undirected,1
363,56,undirected,1
363,25,undirected,1
328,363,undirected,1
330,363,undirected,1
331,363,undirected,1
335,363,undirected,1
340,363,undirected,1
328,366,undirected,1
330,366,undirected,1
331,366,undirected,1
335,366,undirected,1
340,366,undirected,1
358,366,undirected,1
328,367,undirected,1
330,367,undirected,1
331,367,undirected,1
335,367,undirected,1
340,367,undirected,1
328,361,undirected,1
330,361,undirected,1
331,361,undirected,1
335,361,undirected,1
340,361,undirected,1
340,56,undirected,1
369,328,undirected,1
368,328,undirected,1
370,328,undirected,1
362,328,undirected,1
358,328,undirected,1
369,330,undirected,1
368,330,undirected,1
370,330,undirected,1
362,330,undirected,1
358,330,undirected,1
369,331,undirected,1
368,331,undirected,1
370,331,undirected,1
358,331,undirected,1
362,331,undirected,1
369,335,undirected,1
368,335,undirected,1
370,335,undirected,1
362,335,undirected,1
358,335,undirected,1
369,340,undirected,1
368,340,undirected,1
370,340,undirected,1
362,340,undirected,1
358,340,undirected,1
369,358,undirected,1
368,358,undirected,1
370,358,undirected,1
362,358,undirected,1
368,369,undirected,1
370,369,undirected,1
362,369,undirected,1
370,368,undirected,1
362,368,undirected,1
362,370,undirected,1
368,350,undirected,1
370,350,undirected,1
362,350,undirected,1
369,350,undirected,1
368,135,undirected,1
370,135,undirected,1
362,135,undirected,1
358,135,undirected,1
369,135,undirected,1
368,13,undirected,1
370,13,undirected,1
358,13,undirected,1
369,13,undirected,1
368,25,undirected,1
370,25,undirected,1
358,25,undirected,1
369,25,undirected,1
368,34,undirected,1
370,34,undirected,1
358,34,undirected,1
369,34,undirected,1
368,56,undirected,1
370,56,undirected,1
358,56,undirected,1
369,56,undirected,1
368,71,undirected,1
370,71,undirected,1
358,71,undirected,1
369,71,undirected,1
368,156,undirected,1
370,156,undirected,1
358,156,undirected,1
369,156,undirected,1
350,364,undirected,1
339,364,undirected,1
341,364,undirected,1
342,364,undirected,1
343,364,undirected,1
344,364,undirected,1
345,364,undirected,1
347,364,undirected,1
348,364,undirected,1
349,364,undirected,1
351,364,undirected,1
352,364,undirected,1
339,365,undirected,1
341,365,undirected,1
342,365,undirected,1
343,365,undirected,1
344,365,undirected,1
345,365,undirected,1
347,365,undirected,1
348,365,undirected,1
349,365,undirected,1
351,365,undirected,1
352,365,undirected,1
350,365,undirected,1
339,324,undirected,1
341,324,undirected,1
342,324,undirected,1
343,324,undirected,1
344,324,undirected,1
345,324,undirected,1
347,324,undirected,1
348,324,undirected,1
349,324,undirected,1
351,324,undirected,1
352,324,undirected,1
364,324,undirected,1
365,324,undirected,1
339,325,undirected,1
341,325,undirected,1
342,325,undirected,1
343,325,undirected,1
344,325,undirected,1
345,325,undirected,1
347,325,undirected,1
348,325,undirected,1
349,325,undirected,1
351,325,undirected,1
352,325,undirected,1
364,325,undirected,1
365,325,undirected,1
339,326,undirected,1
341,326,undirected,1
342,326,undirected,1
343,326,undirected,1
344,326,undirected,1
345,326,undirected,1
347,326,undirected,1
348,326,undirected,1
349,326,undirected,1
351,326,undirected,1
352,326,undirected,1
364,326,undirected,1
365,326,undirected,1
339,327,undirected,1
341,327,undirected,1
342,327,undirected,1
343,327,undirected,1
344,327,undirected,1
345,327,undirected,1
347,327,undirected,1
348,327,undirected,1
349,327,undirected,1
351,327,undirected,1
352,327,undirected,1
364,327,undirected,1
365,327,undirected,1
339,333,undirected,1
341,333,undirected,1
342,333,undirected,1
343,333,undirected,1
344,333,undirected,1
345,333,undirected,1
347,333,undirected,1
348,333,undirected,1
349,333,undirected,1
351,333,undirected,1
352,333,undirected,1
364,333,undirected,1
365,333,undirected,1
339,336,undirected,1
341,336,undirected,1
342,336,undirected,1
343,336,undirected,1
344,336,undirected,1
345,336,undirected,1
347,336,undirected,1
348,336,undirected,1
349,336,undirected,1
351,336,undirected,1
352,336,undirected,1
364,336,undirected,1
365,336,undirected,1
339,334,undirected,1
341,334,undirected,1
342,334,undirected,1
343,334,undirected,1
344,334,undirected,1
345,334,undirected,1
347,334,undirected,1
348,334,undirected,1
349,334,undirected,1
351,334,undirected,1
352,334,undirected,1
364,334,undirected,1
365,334,undirected,1
333,324,undirected,1
333,325,undirected,1
333,326,undirected,1
333,327,undirected,1
334,324,undirected,1
334,325,undirected,1
334,326,undirected,1
334,327,undirected,1
336,324,undirected,1
336,325,undirected,1
336,326,undirected,1
336,327,undirected,1
333,371,undirected,1
334,371,undirected,1
336,371,undirected,1
339,371,undirected,1
341,371,undirected,1
342,371,undirected,1
343,371,undirected,1
344,371,undirected,1
345,371,undirected,1
347,371,undirected,1
348,371,undirected,1
349,371,undirected,1
351,371,undirected,1
352,371,undirected,1
56,371,undirected,1
358,371,undirected,1
333,372,undirected,1
334,372,undirected,1
336,372,undirected,1
339,372,undirected,1
341,372,undirected,1
342,372,undirected,1
343,372,undirected,1
344,372,undirected,1
345,372,undirected,1
347,372,undirected,1
348,372,undirected,1
349,372,undirected,1
351,372,undirected,1
352,372,undirected,1
56,372,undirected,1
358,372,undirected,1
358,373,undirected,1
25,373,undirected,1
34,373,undirected,1
71,373,undirected,1
156,373,undirected,1
339,373,undirected,1
345,373,undirected,1
342,373,undirected,1
343,373,undirected,1
344,373,undirected,1
358,374,undirected,1
25,374,undirected,1
34,374,undirected,1
71,374,undirected,1
156,374,undirected,1
339,374,undirected,1
345,374,undirected,1
342,374,undirected,1
343,374,undirected,1
344,374,undirected,1
358,375,undirected,1
25,375,undirected,1
34,375,undirected,1
71,375,undirected,1
156,375,undirected,1
339,375,undirected,1
345,375,undirected,1
342,375,undirected,1
343,375,undirected,1
344,375,undirected,1
13,340,undirected,1
376,369,undirected,1
376,368,undirected,1
13,364,undirected,1
25,364,undirected,1
34,364,undirected,1
56,364,undirected,1
71,364,undirected,1
156,364,undirected,1
25,365,undirected,1
34,365,undirected,1
56,365,undirected,1
71,365,undirected,1
156,365,undirected,1
13,365,undirected,1
377,135,undirected,1
378,135,undirected,1
379,135,undirected,1
380,135,undirected,1
381,135,undirected,1
382,135,undirected,1
384,135,undirected,1
385,135,undirected,1
387,135,undirected,1
390,135,undirected,1
383,135,undirected,1
386,135,undirected,1
388,135,undirected,1
391,135,undirected,1
389,135,undirected,1
392,135,undirected,1
378,377,undirected,1
379,377,undirected,1
380,377,undirected,1
381,377,undirected,1
384,377,undirected,1
385,377,undirected,1
387,377,undirected,1
390,377,undirected,1
379,378,undirected,1
380,378,undirected,1
381,378,undirected,1
384,378,undirected,1
385,378,undirected,1
387,378,undirected,1
390,378,undirected,1
380,379,undirected,1
381,379,undirected,1
384,379,undirected,1
385,379,undirected,1
387,379,undirected,1
390,379,undirected,1
381,380,undirected,1
382,380,undirected,1
384,380,undirected,1
385,380,undirected,1
387,380,undirected,1
390,380,undirected,1
384,381,undirected,1
385,381,undirected,1
387,381,undirected,1
390,381,undirected,1
384,381,undirected,1
387,385,undirected,1
390,385,undirected,1
387,390,undirected,1
383,390,undirected,1
386,390,undirected,1
388,390,undirected,1
391,358,undirected,1
389,391,undirected,1
392,391,undirected,1
389,392,undirected,1
305,391,undirected,1
305,389,undirected,1
305,392,undirected,1
305,358,undirected,1
305,256,undirected,1
391,244,undirected,1
391,245,undirected,1
391,246,undirected,1
391,248,undirected,1
391,249,undirected,1
391,390,undirected,1
389,390,undirected,1
392,390,undirected,1
305,388,undirected,1
391,378,undirected,1
394,135,undirected,1
395,135,undirected,1
396,135,undirected,1
397,369,undirected,1
398,335,undirected,1
399,335,undirected,1
400,335,undirected,1
401,335,undirected,1
402,335,undirected,1
403,25,undirected,1
404,350,undirected,1
405,350,undirected,1
406,350,undirected,1
